pupil_time,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle
1626064536.9050524,1,0.975506603717804,0.4420914649963379,0.9386400381724039,17.753551483154297,84.88156127929688,180.21888732910156,10.87215805053711,10.87215805053711,83.55699157714841
1626064536.9090395,1,0.9207269549369812,0.44175493717193604,0.9397719701131185,16.720325469970703,84.81694793701172,180.43621826171875,11.779759407043457,11.779759407043457,87.29767608642578
1626064536.9132967,1,0.8782949447631836,0.4436195294062297,0.9401970704396566,17.79408836364746,85.1749496459961,180.51783752441406,11.45525074005127,11.45525074005127,87.6966552734375
1626064536.9209094,1,0.9007968306541443,0.4417653481165568,0.9401280879974365,17.12312126159668,84.8189468383789,180.5045928955078,11.505449295043945,11.505449295043945,86.86479949951172
1626064536.9251065,1,0.9019092321395874,0.43985740343729657,0.9386513233184814,16.177644729614258,84.45262145996094,180.22105407714844,11.545784950256348,11.545784950256348,81.09147644042972
1626064536.9295986,1,0.8913065791130066,0.44305582841237384,0.9398856163024902,17.63656234741211,85.06671905517578,180.45803833007812,11.217963218688965,11.217963218688965,88.61618041992188
1626064536.9330795,1,0.9168897867202759,0.4439017375310262,0.9392484029134115,18.231042861938477,85.22913360595703,180.335693359375,11.09712028503418,11.09712028503418,86.26152038574219
1626064536.9410336,1,1.0,0.4404752254486084,0.9393249352773031,16.37154769897461,84.57124328613281,180.3503875732422,11.542040824890137,11.542040824890137,83.05256652832031
1626064536.9450617,1,1.0,0.4439698855082194,0.9397781689961752,18.035045623779297,85.24221801757812,180.43740844726562,11.39128303527832,11.39128303527832,86.2215576171875
1626064536.9490705,1,1.0,0.44252554575602215,0.9398463567097982,17.6444091796875,84.96490478515625,180.45050048828125,11.314011573791504,11.314011573791504,85.57911682128906
1626064536.9530866,1,1.0,0.44217073917388916,0.9402655760447184,17.22092628479004,84.89678192138672,180.53099060058594,11.507346153259277,11.507346153259277,88.52657318115234
1626064536.9610417,1,0.7730620503425598,0.44233882427215576,0.9395222663879395,17.358211517333984,84.9290542602539,180.38827514648438,11.370014190673828,11.370014190673828,84.93848419189453
1626064536.9650197,1,0.9303526282310486,0.44230639934539795,0.9396242300669352,17.470460891723633,84.9228286743164,180.40785217285156,11.560924530029297,11.560924530029297,83.46112823486328
1626064536.9690075,1,0.9606428146362305,0.44176924228668213,0.938956101735433,17.562725067138672,84.81969451904297,180.27957153320312,10.671466827392578,10.671466827392578,85.51114654541013
1626064536.9729385,1,1.0,0.44098977247873944,0.9394125938415527,17.149608612060547,84.67003631591797,180.36721801757812,11.319831848144531,11.319831848144531,86.69583129882812
1626064536.9810088,1,1.0,0.44150789578755695,0.9391859372456869,17.582427978515625,84.76951599121094,180.32369995117188,10.655191421508789,10.655191421508789,83.87897491455078
1626064536.9851184,1,0.9867839813232422,0.4412603775660197,0.9392459392547607,16.737916946411133,84.72199249267578,180.33522033691406,11.56435775756836,11.56435775756836,85.28909301757812
1626064536.9890196,1,0.9662628769874573,0.4429001013437907,0.9397243658701578,17.656362533569336,85.03681945800781,180.4270782470703,11.314064025878906,11.314064025878906,87.65524291992188
1626064536.9929254,1,0.9895694255828857,0.44229928652445477,0.9401919841766357,17.070846557617188,84.92146301269531,180.51686096191406,11.664031982421875,11.664031982421875,88.86402893066406
1626064537.0010087,1,1.0,0.44300492604573566,0.9394243558247884,17.526338577270508,85.05694580078125,180.36947631835938,11.465680122375488,11.465680122375488,85.75785827636719
1626064537.0050395,1,0.9218347072601318,0.4416940212249756,0.938916285832723,17.299955368041992,84.80525207519531,180.2719268798828,11.032461166381836,11.032461166381836,84.06788635253906
1626064537.0089777,1,1.0,0.44216779867808026,0.9394800662994385,17.200925827026367,84.8962173461914,180.3801727294922,11.386909484863281,11.386909484863281,84.7757339477539
1626064537.0131004,1,1.0,0.44388914108276367,0.9399922688802084,17.920942306518555,85.22671508789062,180.478515625,11.654656410217285,11.654656410217285,87.31613159179688
1626064537.0210235,1,0.8269792795181274,0.4430251916249593,0.9394555886586508,17.528953552246094,85.06083679199219,180.37547302246094,11.742156982421875,11.742156982421875,87.26544952392581
1626064537.0250545,1,0.9245966076850891,0.442432443300883,0.9395267963409424,17.39159393310547,84.94702911376953,180.38914489746094,11.593704223632812,11.593704223632812,85.51388549804688
1626064537.0290105,1,0.9578896760940552,0.44292569160461426,0.9399731159210205,17.442462921142578,85.04173278808594,180.47483825683594,11.670845031738281,11.670845031738281,89.1094970703125
1626064537.0330906,1,0.9909497499465942,0.4409143527348836,0.9396052360534668,16.623838424682617,84.65555572509766,180.40420532226562,11.568280220031738,11.568280220031738,85.73919677734375
1626064537.0410738,1,0.8652012348175049,0.44211896260579425,0.9396073818206787,17.063535690307617,84.8868408203125,180.4046173095703,11.649810791015625,11.649810791015625,83.51018524169925
1626064537.0450745,1,0.8646557331085205,0.44101885954538983,0.9395875930786133,16.58514404296875,84.67562103271484,180.40081787109375,11.44897747039795,11.44897747039795,85.07185363769528
1626064537.0490088,1,0.8490422368049622,0.44187573591868085,0.9387412071228027,17.24146842956543,84.84014129638672,180.23831176757812,11.230072975158691,11.230072975158691,82.58372497558594
1626064537.0531025,1,0.8730607032775879,0.44032923380533856,0.9392745494842529,16.6626033782959,84.543212890625,180.34071350097656,11.48949146270752,11.48949146270752,83.24339294433594
1626064537.0609925,1,0.8230665326118469,0.44316128889719647,0.9394663174947103,17.636356353759766,85.08696746826172,180.37753295898438,11.357375144958496,11.357375144958496,85.89878845214844
1626064537.0650425,1,1.0,0.4414145151774089,0.9393863677978516,17.08937644958496,84.7515869140625,180.3621826171875,11.187728881835938,11.187728881835938,86.30367279052737
1626064537.0690875,1,0.8837682604789734,0.4414239327112834,0.9395154317220052,16.79608726501465,84.7533950805664,180.386962890625,11.439580917358398,11.439580917358398,86.47203063964844
1626064537.0730486,1,0.995537519454956,0.4410276412963867,0.9392431577046713,16.73728370666504,84.67730712890625,180.33468627929688,11.160696029663086,11.160696029663086,85.37651824951172
1626064537.0810075,1,1.0,0.4436496098836263,0.9399448235829672,17.630617141723633,85.18072509765625,180.4694061279297,11.9324312210083,11.9324312210083,87.88161468505857
