TrackerId,eye,Id,currentTime,isTracked,TrackerStatus,rawPupilX,rawPupilY,NoseTipX,NoseTipY,EyeCornerX,EyeCornerY,EyeCornerX_Inner,EyeCornerY_Inner,EyeCornerX_Outer,EyeCornerY_Outer,rectIsTracked,rectX,rectY,rectW,rectH,limbusX,limbusY,limbusX_Inner,limbusY_Inner,limbusX_Outer,limbusY_Outer,pointX,pointY,finalX_EyeRegion,finalY_EyeRegion,finalX_NoseTip,finalY_NoseTip,finalX_EyeCorner,finalY_EyeCorner,finalX_BaseLine,finalY_BaseLine,limbusX_NoseTip,limbusY_NoseTip,limbusX_EyeCorner,limbusY_EyeCorner,isBlinking,baseline_X,baseline_Y,baseline_Ux,baseline_Uy,baseline_Vx,baseline_Vy,updated_X_EyeRegion,updated_Y_EyeRegion,updated_X_NoseTip,updated_Y_NoseTip,updated_X_EyeCorner,updated_Y_EyeCorner,updated_X_BaseLine,updated_Y_BaseLine,updated_limbusX_NoseTip,updated_limbusY_NoseTip,updated_limbusX_EyeCorner,updated_limbusY_EyeCorner,direction,updated_dXdt_EyeRegion,updated_dYdt_EyeRegion,updated_dXdt_NoseTip,updated_dYdt_NoseTip,updated_dXdt_EyeCorner,updated_dYdt_EyeCorner,updated_dXdt_BaseLine,updated_dYdt_BaseLine,updated_limbusdXdt_NoseTip,updated_limbusdYdt_NoseTip,updated_limbusdXdt_EyeCorner,updated_limbusdYdt_EyeCorner
5,OD,NaN,2.1,1,KLT_TRACK,471.079569892473,441.940860215054,621.155090332031,701.143005371094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.698364257812,442.923156738281,NaN,NaN,146.456726074219,258.219848632812,NaN,NaN,-148.776904187956,256.465443528107,NaN,NaN,NaN,NaN,0,621.695007324219,700.90087890625,0.999961243578684,0.0088040525084912,-0.0088040525084912,0.999961243578684,NaN,NaN,-4.07481681555794,1.37119346857082,NaN,NaN,1.46575684719929,-0.263807410318009,NaN,NaN,NaN,NaN,0,NaN,NaN,2.18691732735145,2.02734667808349,NaN,NaN,-0.652634721099111,-0.183671007649782,NaN,NaN,NaN,NaN
5,OD,NaN,2.13333333333333,1,KLT_TRACK,472.065420560748,442.811214953271,621.370849609375,701.183654785156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,475.241455078125,442.954040527344,NaN,NaN,146.12939453125,258.229614257812,NaN,NaN,-148.718853740007,256.647456518531,NaN,NaN,NaN,NaN,0,621.879089355469,700.962524414062,0.999962449881403,0.00866595794953215,-0.00866595794953215,0.999962449881403,NaN,NaN,-3.97646115720539,1.38487073779135,NaN,NaN,1.4277510828513,-0.283508734030761,NaN,NaN,NaN,NaN,0,NaN,NaN,4.039541557434,0.00366322696379466,NaN,NaN,-5.46018462680665,-0.990599241719913,NaN,NaN,NaN,NaN
5,OD,NaN,2.16666666666667,1,KLT_TRACK,472.448837209302,442.944186046512,621.821960449219,700.990966796875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,475.172088623047,442.902801513672,NaN,NaN,146.649871826172,258.088165283203,NaN,NaN,-148.937826574268,256.778676027941,NaN,NaN,NaN,NaN,0,622.279541015625,700.826843261719,0.999950275216541,0.00997231639917859,-0.00997231639917856,0.99995027521654,NaN,NaN,-3.80551404506232,1.37143768370174,NaN,NaN,1.10174453874549,-0.329847359766006,NaN,NaN,NaN,NaN,0,NaN,NaN,6.01569090038977,-0.286819674077193,NaN,NaN,-13.8200529538131,-0.261543948685686,NaN,NaN,NaN,NaN
5,OD,NaN,2.2,1,KLT_TRACK,473.122077922078,441.32987012987,622.114440917969,699.933471679688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,475.081634521484,441.827850341797,NaN,NaN,147.032806396484,258.105621337891,NaN,NaN,-149.773407014581,257.518210154226,NaN,NaN,NaN,NaN,0,622.612121582031,699.60498046875,0.999950193255895,0.00998053142368227,-0.00998053142368227,0.999950193255895,NaN,NaN,-3.57541509717939,1.3657494261862,NaN,NaN,0.506414219263718,-0.300944997276474,NaN,NaN,NaN,NaN,0,NaN,NaN,6.06692969800128,-0.324337072673051,NaN,NaN,-16.7019963051011,3.63567771026889,NaN,NaN,NaN,NaN
5,OD,NaN,2.23333333333333,1,KLT_TRACK,465.1,445.1,622.111389160156,699.673034667969,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.926666259766,441.569274902344,NaN,NaN,147.184722900391,258.103759765625,NaN,NaN,-150.253433058422,256.548874320384,NaN,NaN,NaN,NaN,0,622.605041503906,699.413452148438,0.99994765647289,0.0102315352892954,-0.0102315352892954,0.99994765647289,NaN,NaN,-3.40105206519561,1.34981521219021,NaN,NaN,-0.0117218815944682,-0.0874688457481057,NaN,NaN,NaN,NaN,0,NaN,NaN,3.71455762536253,-0.585174411534381,NaN,NaN,-11.5636389036291,6.77100559277955,NaN,NaN,NaN,NaN
5,OD,NaN,2.26666666666667,1,KLT_TRACK,466,445.209090909091,622.156188964844,699.482299804688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.87890625,441.431762695312,NaN,NaN,147.277282714844,258.050537109375,NaN,NaN,-150.357951506572,256.456720615568,NaN,NaN,NaN,NaN,0,622.666381835938,699.221557617188,0.999955334674086,0.00945138385824536,-0.00945138385824539,0.999955334674086,NaN,NaN,-3.32777792215521,1.32673779875057,NaN,NaN,-0.264495040978261,0.150455375575518,NaN,NaN,NaN,NaN,0,NaN,NaN,1.95223018527533,-0.585868768391406,NaN,NaN,-5.39845448151384,2.77865968457875,NaN,NaN,NaN,NaN
5,OD,NaN,2.3,1,KLT_TRACK,477.6,433.6,621.672424316406,698.260314941406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.482543945312,440.265655517578,NaN,NaN,147.189880371094,257.994659423828,NaN,NaN,-150.624710844312,257.543793416353,NaN,NaN,NaN,NaN,0,622.105285644531,697.994323730469,0.999950820412994,0.00991749743536106,-0.00991749743536108,0.999950820412994,NaN,NaN,-3.27090338617725,1.31075729429745,NaN,NaN,-0.371618847028742,0.0977751332238199,NaN,NaN,NaN,NaN,0,NaN,NaN,2.29588251560993,-0.488488599658916,NaN,NaN,-2.57012411048647,-5.92282790292193,NaN,NaN,NaN,NaN
5,OD,NaN,2.33333333333333,1,KLT_TRACK,476.8,432.6,621.567138671875,696.05029296875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,474.089782714844,438.526000976562,NaN,NaN,147.477355957031,257.524291992188,NaN,NaN,-150.581500013852,257.987618838253,NaN,NaN,NaN,NaN,0,621.975646972656,695.696350097656,0.99996008304686,0.00893489299976329,-0.00893489299976329,0.99996008304686,NaN,NaN,-3.17471908778123,1.29417189210665,NaN,NaN,-0.435836648344008,-0.244399817952569,NaN,NaN,NaN,NaN,0,NaN,NaN,3.39531999081186,-0.574980117389117,NaN,NaN,-1.14631522904057,-10.1048177599677,NaN,NaN,NaN,NaN
5,OD,NaN,2.36666666666667,1,KLT_TRACK,474.978260869565,430.969565217391,620.721252441406,695.237609863281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,473.299438476562,437.196411132812,NaN,NaN,147.421813964844,258.041198730469,NaN,NaN,-150.979943089942,257.16121442037,NaN,NaN,NaN,NaN,0,621.2373046875,694.848815917969,0.999958125827866,0.00915131634361274,-0.00915131634361271,0.999958125827866,NaN,NaN,-3.04454872012312,1.2724252864715,NaN,NaN,-0.448039862298117,-0.575879384107395,NaN,NaN,NaN,NaN,0,NaN,NaN,4.36751190573211,-0.461058318623463,NaN,NaN,0.128435469791406,-7.36402323031306,NaN,NaN,NaN,NaN
5,OD,NaN,2.4,1,KLT_TRACK,462.5,442.7,620.590209960938,695.208068847656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,472.914672851562,437.542602539062,NaN,NaN,147.675537109375,257.665466308594,NaN,NaN,-150.671111504328,255.938091569388,NaN,NaN,NaN,NaN,0,620.986755371094,694.822570800781,0.999960845936665,0.00884910128930685,-0.00884910128930687,0.999960845936666,NaN,NaN,-2.88355162739907,1.26343467086508,NaN,NaN,-0.427274283691247,-0.735334699973464,NaN,NaN,NaN,NaN,0,NaN,NaN,5.08271668107262,-0.00871349126271155,NaN,NaN,0.338254534739268,-3.1231898489216,NaN,NaN,NaN,NaN
