CurrentTime,index,name,selectROI,Vx,Vy,X,Y,row,col
0.866666666666667,7,out-7-V,tile-7,0.1568724,0.008736797,-0.3297903,-0.1801962,1,3
0.866666666666667,8,out-8-V,tile-8,0.3844617,-0.006819038,0.2361507,0.2047485,2,3
0.866666666666667,9,out-9-V,tile-9,0.01978413,-0.000773247,0.0234921,0.01832735,3,3
0.9,1,out-1-V,tile-1,4.55502e-07,2.252712e-05,-0.251721,-0.254366,1,1
0.9,2,out-2-V,tile-2,-0.0006176863,1.116071e-05,-0.1913482,0.005419459,2,1
0.9,3,out-3-V,tile-3,0,0,-0.09240517,0.1233082,3,1
0.9,4,out-4-V,tile-4,0.008673907,-0.0007213583,0.7342273,0.1208293,1,2
0.9,5,out-5-V,tile-5,0.00612254,-0.3250871,0.01347966,0.5134786,2,2
0.9,6,out-6-V,tile-6,0,0,-0.01339018,0.02231204,3,2
0.9,7,out-7-V,tile-7,0.1118117,-0.005786138,-0.3260632,-0.1803891,1,3
0.9,8,out-8-V,tile-8,0.1753605,-0.03628803,0.241996,0.2035389,2,3
0.9,9,out-9-V,tile-9,0.01321351,-0.0004634101,0.02393255,0.0183119,3,3
0.933333333333333,1,out-1-V,tile-1,3.391706e-06,0.0006906569,-0.2517209,-0.2543429,1,1
0.933333333333333,2,out-2-V,tile-2,0,0,-0.1913482,0.005419459,2,1
0.933333333333333,3,out-3-V,tile-3,0.0004926614,-5.924267e-06,-0.09238875,0.123308,3,1
0.933333333333333,4,out-4-V,tile-4,-0.07864982,-0.03113913,0.7316056,0.1197913,1,2
0.933333333333333,5,out-5-V,tile-5,-0.01681611,-0.282043,0.01291913,0.5040771,2,2
0.933333333333333,6,out-6-V,tile-6,0,0,-0.01339018,0.02231204,3,2
0.933333333333333,7,out-7-V,tile-7,0.1750792,-0.02267875,-0.3202272,-0.181145,1,3
0.933333333333333,8,out-8-V,tile-8,0.09964524,-0.0378365,0.2453176,0.2022777,2,3
0.933333333333333,9,out-9-V,tile-9,0.01806918,-0.003838676,0.02453486,0.01818395,3,3
0.966666666666667,1,out-1-V,tile-1,-0.005437127,-0.01326079,-0.2519021,-0.254785,1,1
0.966666666666667,2,out-2-V,tile-2,-0.001293913,2.812948e-05,-0.1913913,0.005420397,2,1
0.966666666666667,3,out-3-V,tile-3,0,0,-0.09238875,0.123308,3,1
0.966666666666667,4,out-4-V,tile-4,0.02509635,0.005003598,0.7324422,0.1199581,1,2
0.966666666666667,5,out-5-V,tile-5,0.0358264,-0.2131166,0.01411334,0.4969732,2,2
0.966666666666667,6,out-6-V,tile-6,0,0,-0.01339018,0.02231204,3,2
0.966666666666667,7,out-7-V,tile-7,0.1314807,-0.02952277,-0.3158445,-0.1821291,1,3
0.966666666666667,8,out-8-V,tile-8,0.3255636,0.005357381,0.2561697,0.2024563,2,3
0.966666666666667,9,out-9-V,tile-9,0.009204542,0.0004564662,0.02484167,0.01819916,3,3
1,1,out-1-V,tile-1,-8.081107e-06,-0.0001254152,-0.2519024,-0.2547891,1,1
1,2,out-2-V,tile-2,0.005852508,-0.0001155152,-0.1911962,0.005416546,2,1
1,3,out-3-V,tile-3,0,0,-0.09238875,0.123308,3,1
1,4,out-4-V,tile-4,-0.0449959,-0.02407443,0.7309423,0.1191556,1,2
1,5,out-5-V,tile-5,0.006309684,-0.2240965,0.01432366,0.4895034,2,2
1,6,out-6-V,tile-6,0,0,-0.01339018,0.02231204,3,2
1,7,out-7-V,tile-7,0.11333,-0.01600271,-0.3120669,-0.1826625,1,3
1,8,out-8-V,tile-8,0.3776478,-0.0297453,0.2687579,0.2014647,2,3
1,9,out-9-V,tile-9,0.01622283,-0.002873782,0.02538243,0.01810337,3,3
1.03333333333333,1,out-1-V,tile-1,-6.01082e-06,-0.000262279,-0.2519026,-0.2547979,1,1
