CurrentTime,index,name,selectROI,Vx,Vy,X,Y,row,col,isblink,Vx_updated,Vy_updated
80.3666666666667,9,out-9-V,tile-9,-0.002326873,-0.0003897368,0.10397314986074,-0.00614803763850177,3,3,0,-0.002326873,-0.0003897368
80.4,9,out-9-V,tile-9,0.09384302,-0.007707952,0.105498418977405,-0.00628299911850165,3,3,0,0.09384302,-0.007707952
80.4333333333333,9,out-9-V,tile-9,0.1369144,-0.002885099,0.1093443759774,-0.00645954996850141,3,3,0,0.1369144,-0.002885099
80.4666666666667,9,out-9-V,tile-9,0.08041426,-0.008176456,0.112966520310741,-0.00664390921850179,3,3,0,0.08041426,-0.008176456
80.5,9,out-9-V,tile-9,0.007145297,-0.004130295,0.114425846260739,-0.00684902173516827,3,3,0,0.007145297,-0.004130295
80.5333333333333,9,out-9-V,tile-9,0.02553582,-0.002825327,0.114970531544072,-0.0069649487685015,3,3,0,0.02553582,-0.002825327
80.5666666666667,9,out-9-V,tile-9,0.01654842,-0.002097134,0.115671935544074,-0.00704698978516834,3,3,0,0.01654842,-0.002097134
80.6,9,out-9-V,tile-9,0.00257914,-0.0002322005,0.11599072821074,-0.00708581202683495,3,3,0,0.00257914,-0.0002322005
80.6333333333333,9,out-9-V,tile-9,0.0006813271,-2.96341e-05,0.116045069329073,-0.00709017593683495,3,3,0,0.0006813271,-2.96341e-05
80.6666666666667,9,out-9-V,tile-9,0.005675176,-0.0008378946,0.116151011047407,-0.00710463474850165,3,3,0,0.005675176,-0.0008378946
80.7,9,out-9-V,tile-9,-0.003729495,0.0002663178,0.116183439064073,-0.00711416102850164,3,3,0,-0.003729495,0.0002663178
80.7333333333333,9,out-9-V,tile-9,-0.02727323,-0.0003636892,0.115666726980741,-0.0071157838851683,3,3,0,-0.02727323,-0.0003636892
80.7666666666667,9,out-9-V,tile-9,-0.1367413,0.009686054,0.112933151480736,-0.00696041113850138,3,3,0,-0.1367413,0.009686054
80.8,9,out-9-V,tile-9,0.02374518,-0.0009423552,0.111049882814071,-0.00681468282516818,3,3,0,0.02374518,-0.0009423552
80.8333333333333,9,out-9-V,tile-9,0.02801426,-0.001534386,0.111912540147404,-0.00685596184516814,3,3,0,0.02801426,-0.001534386
80.8666666666667,9,out-9-V,tile-9,0.03331909,-0.002115611,0.112934762647406,-0.0069167951285016,3,3,0,0.03331909,-0.002115611
80.9,9,out-9-V,tile-9,0.007977189,-0.0005422775,0.113623033964072,-0.00696109327016823,3,3,0,0.007977189,-0.0005422775
80.9333333333333,9,out-9-V,tile-9,0.001889809,-0.004267319,0.113787483930738,-0.00704125321183479,3,3,0,0.001889809,-0.004267319
80.9666666666667,9,out-9-V,tile-9,0.03023928,-0.001139094,0.114322968747406,-0.00713136009516831,3,3,0,0.03023928,-0.001139094
81,9,out-9-V,tile-9,0.03118653,-0.004340069,0.115346732247405,-0.00722267947850156,3,3,0,0.03118653,-0.004340069
81.0333333333333,9,out-9-V,tile-9,0.0003289632,0.0002152107,0.115871990467405,-0.00729142711683483,3,3,0,0.0003289632,0.0002152107
81.0666666666667,9,out-9-V,tile-9,-0.009147235,-0.005171446,0.115725019270738,-0.00737403103850167,3,3,0,-0.009147235,-0.005171446
81.1,9,out-9-V,tile-9,0.008056215,0.001797316,0.115706835604071,-0.00743026653850159,3,3,0,0.008056215,0.001797316
81.1333333333333,9,out-9-V,tile-9,0.000642222,0.0001360877,0.115851809554071,-0.00739804314350162,3,3,0,0.000642222,0.0001360877
81.1666666666667,9,out-9-V,tile-9,-0.001463137,0.001958051,0.115838127637404,-0.00736314083183488,3,3,0,-0.001463137,0.001958051
81.2,9,out-9-V,tile-9,-0.006537002,0.0003541997,0.115704791987404,-0.00732460332016825,3,3,0,-0.006537002,0.0003541997
81.2333333333333,9,out-9-V,tile-9,-0.07762212,0.008545372,0.114302139954072,-0.00717627712516838,3,3,0,-0.07762212,0.008545372
81.2666666666667,9,out-9-V,tile-9,0.007270031,-0.0006148801,0.113129605137404,-0.00704410226016817,3,3,0,0.007270031,-0.0006148801
81.3,9,out-9-V,tile-9,0.01060989,-0.0009830145,0.113427603820737,-0.00707073383683481,3,3,0,0.01060989,-0.0009830145
81.3333333333333,9,out-9-V,tile-9,0.0202239,-0.00205739,0.113941500320736,-0.0071214072451681,3,3,0,0.0202239,-0.00205739
81.3666666666667,9,out-9-V,tile-9,-0.004367103,0.000535973,0.114205780270737,-0.00714676419516815,3,3,0,-0.004367103,0.000535973
