CurrentTime,index,name,selectROI,Vx,Vy,row,col
1.43333333333333,3,out-3-V,tile-3,-7.475595,7.47559,3,1
1.43333333333333,4,out-4-V,tile-4,0,-7.689483,1,2
1.43333333333333,5,out-5-V,tile-5,0.330137,16.6985,2,2
1.43333333333333,6,out-6-V,tile-6,0,7.689483,3,2
1.43333333333333,7,out-7-V,tile-7,7.475597,-7.47559,1,3
1.43333333333333,8,out-8-V,tile-8,7.68949,0,2,3
1.43333333333333,9,out-9-V,tile-9,7.515259,7.515254,3,3
1.46666666666667,1,out-1-V,tile-1,-7.515257,-7.515253,1,1
1.46666666666667,2,out-2-V,tile-2,-7.689487,0,2,1
1.46666666666667,3,out-3-V,tile-3,-7.475595,7.47559,3,1
1.46666666666667,4,out-4-V,tile-4,0,-7.689483,1,2
1.46666666666667,5,out-5-V,tile-5,0.4054401,19.15077,2,2
1.46666666666667,6,out-6-V,tile-6,0,7.689483,3,2
1.46666666666667,7,out-7-V,tile-7,7.475597,-7.47559,1,3
1.46666666666667,8,out-8-V,tile-8,7.68949,0,2,3
1.46666666666667,9,out-9-V,tile-9,7.515259,7.515254,3,3
1.5,1,out-1-V,tile-1,-7.515257,-7.515253,1,1
1.5,2,out-2-V,tile-2,-7.689487,0,2,1
1.5,3,out-3-V,tile-3,-7.475595,7.47559,3,1
1.5,4,out-4-V,tile-4,0,-7.689483,1,2
1.5,5,out-5-V,tile-5,0.4124112,19.15317,2,2
1.5,6,out-6-V,tile-6,0,7.689483,3,2
1.5,7,out-7-V,tile-7,7.475597,-7.47559,1,3
1.5,8,out-8-V,tile-8,7.68949,0,2,3
1.5,9,out-9-V,tile-9,7.515259,7.515254,3,3
1.53333333333333,1,out-1-V,tile-1,-7.515257,-7.515253,1,1
1.53333333333333,2,out-2-V,tile-2,-7.689487,0,2,1
1.53333333333333,3,out-3-V,tile-3,-7.475595,7.47559,3,1
1.53333333333333,4,out-4-V,tile-4,0,-7.689483,1,2
1.53333333333333,5,out-5-V,tile-5,0.4100614,19.1558,2,2
1.53333333333333,6,out-6-V,tile-6,0,7.689483,3,2
