x_value,y_value,x_nom,y_nom,record_timestamp,sensor_timestamp,frame_rate,is_event,event_id,direction,updated_x_nom,updated_y_nom,dXdt_nom,dYdt_nom,updated_dXdt_nom,updated_dYdt_nom
555.574645996094,445.204193115234,0.510638461393468,0.587773895263672,23.6346461772919,1634096518.16642,52.7738087748657,1,4,-1,0.505268321317785,0.584243039731626,-0.26921651825774,-0.177009280840333,0.0229514766523605,0
549.73193359375,449.017517089844,0.505268321317785,0.584243039731626,23.6545934677124,1634096518.1864,50.1321221538278,0,4,-1,0.505726141088149,0.584243039731626,-0.120130864526904,-0.148433714541966,0.0111959891442298,-0.0620865911418481
550.230041503906,451.759429931641,0.505726141088149,0.581704231544777,23.6755375862122,1634096518.20636,47.7461011315256,0,4,-1,0.505726141088149,0.581704231544777,0.0866636935492946,-0.0717565503941766,0.075734139021387,-0.0717565503941766
553.681579589844,452.263732910156,0.50889851065243,0.581237284342448,23.6964817047119,1634096518.22629,47.7461011315256,0,4,-1,0.50889851065243,0.581237284342448,0.147980962385431,-0.0175374427750083,0.147980962385431,-0.0175374427750083
556.652893066406,452.515014648438,0.511629497303682,0.581004616066262,23.7154302597046,1634096518.24649,52.7744727968192,0,4,-1,0.511629497303682,0.581004616066262,0.115399981250405,-0.0343190806351562,0.115399981250405,-0.0343190806351562
558.565124511719,453.705383300781,0.51338706297033,0.579902422869647,23.7353773117065,1634096518.2663,50.132721361637,0,4,-1,0.51338706297033,0.579902422869647,0.131034033344006,-0.0355410439300725,0.131034033344006,-0.0355410439300725
562.482543945312,454.084594726562,0.516987632302677,0.579551301179109,23.7563214302063,1634096518.2863,47.7461011315256,0,4,-1,0.516987632302677,0.579551301179109,0.166023871839058,-0.0143016358281845,0.166023871839058,-0.0085867861809445
565.951416015625,454.336975097656,0.520175933837891,0.579317615650318,23.7762682437897,1634096518.30637,50.1333205837706,0,4,-1,0.520175933837891,0.579551301179109,0.0926106975734815,0.015690441135544,0.0888232347717927,0.015690441135544
566.703125,453.374786376953,0.520866842830882,0.580208531132451,23.7982087135315,1634096518.3303,45.5778755772888,0,4,-1,0.520708196303424,0.580208531132451,0.0127069457293238,0.029922908810103,0.0164943869732514,0.0243440271034968
566.530517578125,452.983306884766,0.520708196303424,0.580571012143736,23.8181557655334,1634096518.35035,50.132721361637,0,4,-1,0.520866842830882,0.580571012143736,0.00880209386856491,0.0139271591089691,0,0.0139271591089691
567.075622558594,452.789733886719,0.521209211910472,0.580750246401186,23.8371050357819,1634096518.36643,52.7724807810868,0,4,-1,0.520708196303424,0.580750246401186,-0.00655009229339531,0.0184820770341054,-0.0107362303737614,0.00472937770803916
566.260437011719,452.226837158203,0.520459960488712,0.581271447075738,23.8560538291931,1634096518.38671,52.7738087748657,0,4,-1,0.520459960488712,0.580750246401186,-0.0239905191043728,-0.0175942140047258,-0.00622262878294545,-0.0175942140047258
566.034362792969,453.547760009766,0.520252171684714,0.580048370361328,23.8769974708557,1634096518.40625,47.7471881972588,0,4,-1,0.520459960488712,0.580048370361328,0.00213891942741746,-0.0610685775115289,0.00213891942741746,-0.0444145676272243
566.350952148438,454.792144775391,0.520543154548196,0.578896162245009,23.8949491977692,1634096518.42664,55.7049472076499,0,4,-1,0.520543154548196,0.579022725423177,0.0693351564155114,-0.0244842979565199,0.0414130717540253,-0.0244842979565199
569.194396972656,454.655456542969,0.523156614864574,0.579022725423177,23.9188873767853,1634096518.44242,41.7742719413569,0,4,-1,0.522194750168744,0.579022725423177,0.0367993525334446,0.0305379809409674,0.0367993525334446,0.0234720119466463
568.147888183594,453.311920166016,0.522194750168744,0.580266740587023,23.9398303031921,1634096518.47027,47.7488188886739,0,4,-1,0.522194750168744,0.580076175265842,-0.0307200591419199,0.0251494907984362,0,0.0296989440305127
567.794372558594,453.517730712891,0.521869827719296,0.580076175265842,23.9607748985291,1634096518.49082,47.74501411529,0,4,-1,0.522194750168744,0.580266740587023,0.0696396396720476,0.0135373765566164,0.0696396396720476,0.0184368113262898
571.094909667969,452.743255615234,0.524903409621295,0.580793281837746,23.9787256717682,1634096518.51031,55.70790665551,0,4,-1,0.524903409621295,0.580793281837746,0.0860073235675459,0.107349273088254,0.0714726883488995,0.100667111703171
571.340698242188,449.123962402344,0.525129318237305,0.584144479257089,23.9986727237701,1634096518.53035,50.132721361637,0,4,-1,0.524903409621295,0.584081805193866,-0.0101864647560679,0.0824318051879012,0.00566274069197363,0.0840028252508483
570.652770996094,449.191650390625,0.524497032165527,0.584081805193866,24.0186195373535,1634096518.55041,50.1333205837706,0,4,-1,0.525129318237305,0.584144479257089,0.0373716649768518,0.014813044021055,0.0269909594207457,0.00544625331027899
572.962768554688,448.485748291016,0.526620191686294,0.58473541824906,24.0385658740997,1634096518.57031,50.1345190710128,0,4,-1,0.525980164023007,0.584299073395906,0.038129686798059,0.00558572621387866,0.0218743081801154,0.00397444506648552
572.266418457031,448.957000732422,0.525980164023007,0.584299073395906,24.0575165748596,1634096518.59041,52.7684972007297,0,4,-1,0.525980164023007,0.584299073395906,-0.0300674062819058,-0.0233359496498401,-0.0140240502689009,-0.012398241445733
571.65771484375,449.491180419922,0.525420693790211,0.583804462574146,24.0784595012665,1634096518.61044,47.7488188886739,0,4,-1,0.525420693790211,0.583804462574146,-0.0445021085532035,-0.0143003418365584,-0.0445021085532035,-0.0143003418365584
