pupil_time,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle
1626838967.4893603,1,0.8747165063713616,0.37077808380126953,0.6543962558110555,21.569337844848633,71.18939208984375,125.64408111572266,13.645797729492188,13.645797729492188,115.14586639404297
1626838967.4933832,1,0.5189699530601501,0.36725032329559326,0.6534814437230428,24.626171112060547,70.5120620727539,125.46843719482422,13.536297798156738,13.536297798156738,110.56154632568357
1626838967.4973602,1,0.9229391664054665,0.5307170550028483,0.9355263710021973,12.916736602783203,101.89767456054688,179.62106323242188,5.688031196594238,5.688031196594238,149.69241333007812
1626838967.5053341,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.509368,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.5133543,1,0.637882932800629,0.4649129311243693,0.8775223096211752,46.5679931640625,89.2632827758789,168.48428344726562,32.66225814819336,32.66225814819336,140.81512451171875
1626838967.5173542,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.5254161,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.529677,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.5333672,1,0.8091748413440286,0.38470296065012616,0.6647881269454956,21.686662673950195,73.86296844482422,127.63932037353516,12.275240898132324,12.275240898132324,102.34058380126953
1626838967.5373333,1,0.6081881523132324,0.38784794012705487,0.6651357809702555,23.235292434692383,74.46680450439453,127.70606994628906,13.144217491149902,13.144217491149902,102.04115295410156
1626838967.5453544,1,0.5732684135437012,0.3868249257405599,0.6648943821589152,23.151987075805664,74.2703857421875,127.65972137451172,13.293423652648926,13.293423652648926,104.692138671875
1626838967.5493462,1,0.0,0.5781106948852539,0.8061822255452474,86.4130630493164,110.99725341796875,154.7869873046875,59.624141693115234,59.624141693115234,61.90475082397461
1626838967.5533292,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.557274,1,0.9193078623677926,0.4449071486790975,0.85411270459493,12.56626033782959,85.42217254638672,163.98963928222656,6.299692630767822,6.299692630767822,141.049072265625
1626838967.565357,1,0.6856919540424782,0.37829840183258057,0.6595390240351359,26.204063415527344,72.63329315185547,126.6314926147461,13.652688980102539,13.652688980102539,109.54254913330078
1626838967.5693672,1,0.947085337613451,0.4392704168955485,0.9089504877726237,34.32411193847656,84.33992004394531,174.51849365234375,15.681490898132324,15.681490898132324,138.2002716064453
1626838967.5733433,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.577349,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.585359,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.5895321,1,0.5249626633282792,0.5246393283208212,0.8523090680440267,58.76360321044922,100.73075103759766,163.64334106445312,50.21110916137695,50.21110916137695,91.70450592041016
1626838967.5934832,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.5973823,1,0.883943023385663,0.3909905751546224,0.6702849070231119,23.850507736206055,75.0701904296875,128.6947021484375,11.867761611938477,11.867761611938477,102.90283966064453
1626838967.6053352,1,0.6417781114578247,0.3896668752034505,0.6695078214009603,24.783082962036133,74.8160400390625,128.54550170898438,11.981375694274902,11.981375694274902,103.04811096191406
1626838967.6093502,1,0.5947249396166553,0.22866002718607584,0.7836348215738932,38.10445785522461,43.90272521972656,150.4578857421875,19.20011329650879,19.20011329650879,87.01385498046872
1626838967.6133401,1,0.6270630925035835,0.5146857897440592,0.8735338846842448,54.64276123046875,98.81967163085938,167.718505859375,41.3438835144043,41.3438835144043,107.44793701171875
1626838967.6173742,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.625369,1,0.6075018172406965,0.4823909600575765,0.8799966971079508,44.47708511352539,92.61906433105469,168.95936584472656,34.87489318847656,34.87489318847656,127.2071533203125
1626838967.6293783,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.6333613,1,0.3876191025386977,0.3799024025599162,0.7488372325897217,43.32811737060547,72.9412612915039,143.77674865722656,31.77677345275879,31.77677345275879,18.537662506103516
1626838967.6376634,1,0.7671086688652262,0.4624370336532593,0.8830611705780029,44.373046875,88.78791046142578,169.54774475097656,27.688751220703125,27.688751220703125,141.94187927246094
1626838967.64538,1,0.0,0.3312140305836995,0.7224201361338297,33.50627899169922,63.59309387207031,138.7046661376953,14.973031044006348,14.973031044006348,96.95476531982422
1626838967.6493533,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.6536613,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.6573453,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.6653852,1,0.99,0.40659475326538086,0.824448823928833,13.281658172607422,78.06619262695312,158.29417419433594,9.982766151428223,9.982766151428223,74.45275878906247
1626838967.669368,1,0.0,0.2593887249628703,0.7902031739552816,26.695627212524414,49.802635192871094,151.71900939941406,18.91670799255371,18.91670799255371,67.82412719726562
1626838967.6733642,1,0.620130783244447,0.47579654057820636,0.8785821596781412,44.134185791015625,91.35293579101562,168.68777465820312,33.52376937866211,33.52376937866211,134.8236541748047
1626838967.677678,1,0.962060992397421,0.42508065700531006,0.676978588104248,12.243688583374023,81.61548614501953,129.97988891601562,9.507071495056152,9.507071495056152,98.8300476074219
1626838967.6853511,1,0.6788385510444641,0.426591436068217,0.692888339360555,17.77210807800293,81.90555572509766,133.03456115722656,11.709714889526367,11.709714889526367,151.47694396972656
1626838967.6893613,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
1626838967.6933544,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-90.0
