CurrentTime,index,name,selectROI,Vx,Vy,X,Y,active,row,col
0.9,2,out-2-V,tile-2,0,0,0,0,1,2,1
0.9,3,out-3-V,tile-3,0,0,0,0,1,3,1
0.9,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
0.9,5,out-5-V,tile-5,0,0,0,0,1,2,2
0.9,6,out-6-V,tile-6,0,0,0,0,1,3,2
0.9,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
0.9,8,out-8-V,tile-8,0,0,0,0,1,2,3
0.9,9,out-9-V,tile-9,0,0,0,0,1,3,3
0.933333333333333,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
0.933333333333333,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
0.933333333333333,2,out-2-V,tile-2,0,0,0,0,1,2,1
0.933333333333333,3,out-3-V,tile-3,0,0,0,0,1,3,1
0.933333333333333,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
0.933333333333333,5,out-5-V,tile-5,0,0,0,0,1,2,2
0.933333333333333,6,out-6-V,tile-6,0,0,0,0,1,3,2
0.933333333333333,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
0.933333333333333,8,out-8-V,tile-8,0,0,0,0,1,2,3
0.933333333333333,9,out-9-V,tile-9,0,0,0,0,1,3,3
0.966666666666667,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
0.966666666666667,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
0.966666666666667,2,out-2-V,tile-2,0,0,0,0,1,2,1
0.966666666666667,3,out-3-V,tile-3,0,0,0,0,1,3,1
0.966666666666667,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
0.966666666666667,5,out-5-V,tile-5,0,0,0,0,1,2,2
0.966666666666667,6,out-6-V,tile-6,0,0,0,0,1,3,2
0.966666666666667,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
0.966666666666667,8,out-8-V,tile-8,0,0,0,0,1,2,3
0.966666666666667,9,out-9-V,tile-9,0,0,0,0,1,3,3
1,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1,2,out-2-V,tile-2,0,0,0,0,1,2,1
1,3,out-3-V,tile-3,0,0,0,0,1,3,1
1,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1,5,out-5-V,tile-5,0,0,0,0,1,2,2
1,6,out-6-V,tile-6,0,0,0,0,1,3,2
1,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1,8,out-8-V,tile-8,0,0,0,0,1,2,3
1,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.03333333333333,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.03333333333333,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.03333333333333,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.03333333333333,3,out-3-V,tile-3,0,0,0,0,1,3,1
1.03333333333333,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1.03333333333333,5,out-5-V,tile-5,0,0,0,0,1,2,2
1.03333333333333,6,out-6-V,tile-6,0,0,0,0,1,3,2
1.03333333333333,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1.03333333333333,8,out-8-V,tile-8,0,0,0,0,1,2,3
1.03333333333333,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.06666666666667,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.06666666666667,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.06666666666667,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.06666666666667,3,out-3-V,tile-3,0,0,0,0,1,3,1
1.06666666666667,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1.06666666666667,5,out-5-V,tile-5,0,0,0,0,1,2,2
1.06666666666667,6,out-6-V,tile-6,0,0,0,0,1,3,2
1.06666666666667,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1.06666666666667,8,out-8-V,tile-8,0,0,0,0,1,2,3
1.06666666666667,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.1,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.1,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.1,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.1,3,out-3-V,tile-3,0,0,0,0,1,3,1
1.1,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1.1,5,out-5-V,tile-5,0,0,0,0,1,2,2
1.1,6,out-6-V,tile-6,0,0,0,0,1,3,2
1.1,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1.1,8,out-8-V,tile-8,0,0,0,0,1,2,3
1.1,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.13333333333333,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.13333333333333,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.13333333333333,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.13333333333333,3,out-3-V,tile-3,0,0,0,0,1,3,1
1.13333333333333,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1.13333333333333,5,out-5-V,tile-5,0,0,0,0,1,2,2
1.13333333333333,6,out-6-V,tile-6,0,0,0,0,1,3,2
1.13333333333333,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1.13333333333333,8,out-8-V,tile-8,0,0,0,0,1,2,3
1.13333333333333,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.16666666666667,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.16666666666667,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.16666666666667,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.16666666666667,3,out-3-V,tile-3,0,0,0,0,1,3,1
1.16666666666667,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1.16666666666667,5,out-5-V,tile-5,0,0,0,0,1,2,2
1.16666666666667,6,out-6-V,tile-6,0,0,0,0,1,3,2
1.16666666666667,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1.16666666666667,8,out-8-V,tile-8,0,0,0,0,1,2,3
1.16666666666667,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.2,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.2,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.2,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.2,3,out-3-V,tile-3,0,0,0,0,1,3,1
1.2,4,out-4-V,tile-4,0,0,-0.0469254,0.02553656,1,1,2
1.2,5,out-5-V,tile-5,0,0,0,0,1,2,2
1.2,6,out-6-V,tile-6,0,0,0,0,1,3,2
1.2,7,out-7-V,tile-7,0,0,-0.0258248,0.02979048,1,1,3
1.2,8,out-8-V,tile-8,0,0,0,0,1,2,3
1.2,9,out-9-V,tile-9,0,0,0,0,1,3,3
1.23333333333333,0,out-0-V,global,0,0,-0.0079154,0.007686029,1,0,0
1.23333333333333,1,out-1-V,tile-1,0,0,0.001511598,0.01384725,1,1,1
1.23333333333333,2,out-2-V,tile-2,0,0,0,0,1,2,1
1.23333333333333,3,out-3-V,tile-3,0,0,0,0,1,3,1
